0,26.6264,57.9415,55.1437,89.7999,66.0589,117.136,105.68,105.558,104.335,107.279,157.15,157.151,132.042,72.7914,146.733,124.01,126.601,98.5915,131.344,135.97,115.842,139.443,131.819,128.044,110.739,75.6652,117.2,105.632,137.951,128.928,118.429,130.374,99.2795,107.265,104.808,102.412,110.12,104.496,133.654,105.275,139.443,102.64,109.059,109.205,108.317,105.02,110.099,111.481,130.479,72.792,110.659,113.747,110.346,100.985,105.358,104,113.519,106.848,108.067,104.696,165.9745,199.702,222.5967,165.826,165.826,173.365,166.282,154.193,177.774,206.366,183.689,213.415,213.405,41.5184,108.532,108.781,99.6925,105.937,101.614,106.761,104.317,109.042,98.2095,116.286
26.6264,0,31.3195,38.7077,69.5745,41.9141,103.537,79.0937,78.9527,77.7607,80.6544,130.733,130.734,105.416,53.3762,120.558,97.4128,99.9769,72.3407,105.191,110.913,89.8625,112.842,105.193,101.73,84.1562,49.7716,91.5431,80.0733,111.687,102.409,92.6901,103.748,72.6659,80.6706,78.2731,75.8734,83.4939,77.8782,107.035,78.6781,112.842,76.1072,82.5917,82.6126,81.7809,78.4226,83.4725,84.8566,104.081,53.375,84.0741,87.2134,83.7221,74.3618,78.8291,77.496,86.8959,80.2281,81.5128,78.241,139.4738,173.365,196.572,139.203,139.203,147.781,141.021,128.456,151.916,180.927,159.23,188.501,188.491,14.9509,81.9786,82.1712,73.1263,79.3545,75.0483,80.137,77.7788,82.4924,71.5832,89.6633
57.9415,31.3195,0,38.0031,54.2564,23.2361,95.663,47.8128,47.6449,46.5009,49.339,99.6763,99.6771,74.1088,41.4472,90.3287,66.2312,68.6956,42.3464,75.0981,83.1043,60.3338,81.6391,73.8841,71.2793,52.8787,21.2221,62.0818,51.8152,81.3046,71.443,63.0452,72.4362,41.3501,49.3765,47.0865,44.6829,52.1876,46.6366,75.7723,47.5207,81.6393,44.9287,51.5281,51.3215,50.586,47.1255,52.1749,53.5728,73.095,41.4426,52.793,56.0154,52.4403,43.0437,47.6533,46.3722,55.6197,48.9729,50.2844,47.2172,108.4839,142.6745,166.418,107.918,107.918,118.579,112.463,99.0813,122.183,151.827,131.95,160.254,160.245,16.4745,50.7521,50.8578,41.8863,48.0806,43.8079,48.8197,46.587,51.2728,40.2848,58.3893
55.1437,38.7077,38.0031,0,92.0792,60.8345,132.432,70.2038,70.7532,68.692,73.551,115.172,115.172,96.4333,18.3385,118.58,91.1319,92.0805,74.234,104.432,116.272,91.8154,105.318,96.1816,99.7184,74.5649,38.3635,72.0195,85.7913,109.452,97.5982,73.5794,94.7157,65.7187,71.8594,68.22,66.2148,76.456,72.7395,99.0091,74.3741,105.318,66.2903,70.8656,73.4877,71.3393,69.9774,76.6914,78.2446,89.6071,18.3405,74.5618,76.1519,77.271,67.8792,68.5865,66.9653,80.2232,74.6196,71.4997,66.8287,132.4445,167.4355,192.986,129.172,129.172,148.535,143.75,129.198,150.849,181.369,164.689,191.228,191.22,33.7561,71.8833,73.7992,64.4744,70.3007,66.1005,72.9595,67.8516,72.2455,66.3015,82.7685
89.7999,69.5745,54.2564,92.0792,0,31.2651,43.2715,64.4465,63.2164,64.3273,61.8772,107.408,107.41,77.5611,94.421,75.7245,67.965,72.3189,43.9292,62.75,56.4528,49.123,79.8042,77.4613,62.7929,67.5116,65.3798,88.3689,38.2101,69.7042,68.2133,88.2731,76.6056,59.4292,64.8452,66.1596,64.7615,62.7805,57.5886,76.8545,56.3471,79.8044,65.094,70.5746,66.0965,68.0561,63.47,62.3196,62.5563,86.6404,94.4157,67.3409,71.3837,61.831,59.0139,66.6642,66.7152,63.5026,59.1183,67.2189,68.4407,99.3715,126.73,144.6183,104.078,104.078,94.0002,85.2847,77.5469,100.269,124.626,98.354,129.011,129,61.8871,67.535,64.6229,62.372,64.8133,63.3435,61.8337,65.7878,67.9922,56.4247,65.1277
66.0589,41.9141,23.2361,60.8345,31.2651,0,72.4909,51.0538,50.2798,50.2305,50.5551,102.023,102.024,73.2286,64.321,82.4595,63.9182,67.4897,36.1843,67.208,69.9696,51.4007,78.8259,73.0476,64.7479,55.6507,38.2771,71.6784,40.3455,74.1818,67.2813,72.1504,71.7746,44.459,52.181,51.584,49.4385,52.7493,46.5848,73.9094,46.4579,78.8261,49.7656,56.5096,53.99,54.6169,50.1162,52.5,53.4732,76.9547,64.316,55.5105,59.499,52.4061,45.2131,52.1853,51.4903,55.2076,48.8505,53.9917,52.9254,103.6754,135.865,157.5153,105.396,105.396,107.663,100.335,88.7615,112.447,140.485,117.697,147.357,147.347,31.5293,54.4312,52.9307,46.4849,51.4105,48.1353,50.2208,51.0936,54.9765,42.0617,57.7186
117.136,103.537,95.663,132.432,43.2715,72.4909,0,105.467,104.148,105.594,102.302,141.574,141.576,113.092,136.758,102.474,104.258,108.65,84.7639,93.6764,79.6853,84.2353,112.768,113.059,95.6973,107.774,108.547,129.622,75.8561,99.484,102.451,129.313,112.546,101.215,105.581,107.492,106.395,102.619,98.2128,111.53,96.6578,112.768,106.714,111.516,106.544,108.896,104.532,102.105,102.003,124.732,136.753,107.602,111.422,101.488,100.479,107.94,108.231,102.509,99.3432,108.026,109.974,125.6783,145.285,156.8863,132.93,132.93,109.884,100.457,99.0817,117.408,133.912,104.581,133.754,133.742,99.8804,108.279,105.003,104.275,105.817,105.008,102.372,107.177,108.678,98.2018,103.56
105.68,79.0937,47.8128,70.2038,64.4465,51.0538,105.467,0,1.3809,1.5122,4.3811,52.1907,52.1917,26.9202,59.3491,48.9301,20.9541,22.0472,20.7331,36.1217,52.3038,28.5173,35.3663,26.6792,30.9297,5.0665,32.6035,24.155,30.9189,39.987,27.5892,23.9009,25.1977,6.7483,1.6768,2.7081,4.0168,6.6647,7.412,29.1265,9.284,35.3665,3.997,6.1281,3.5423,3.6944,0.9911,7.0614,8.517,26.1115,59.3429,4.9807,8.5424,7.8196,5.8882,2.8415,4.0683,10.2734,7.1529,2.9616,5.4179,62.7978,97.6794,122.8567,60.6961,60.6961,79.2638,75.599,60.4424,80.9594,111.597,97.5891,122.113,122.105,64.1636,3.3843,3.5989,6.0795,0.3738,4.2209,3.9373,2.7799,3.9258,9.0103,12.63
105.558,78.9527,47.6449,70.7532,63.2164,50.2798,104.148,1.3809,0,2.3935,3.1942,52.613,52.614,26.7721,60.1727,48.1682,20.3825,21.7366,19.4406,35.1447,51.1119,27.2174,35.0453,26.5349,29.9909,5.4492,32.9602,25.4758,29.54,39.1767,26.9047,25.1911,25.0591,6.3298,1.9027,4.0028,4.8476,5.7889,6.0396,28.8519,7.9031,35.0454,4.91,7.3883,3.7935,4.8415,0.8305,6.1187,7.6365,26.7411,60.1665,5.3282,9.2193,6.8269,5.0777,4.1995,5.3014,9.5151,5.8153,4.0215,6.7485,62.4743,97.3142,122.3763,60.6096,60.6096,78.4648,74.6786,59.5631,80.2706,110.891,96.6123,121.314,121.306,64.0407,4.3795,3.2518,6.3331,1.6918,4.6587,2.6859,3.9859,4.8844,8.2315,12.0156
104.335,77.7607,46.5009,68.692,64.3273,50.2305,105.594,1.5122,2.3935,0,5.5875,53.3801,53.381,28.3902,57.8864,50.407,22.4617,23.5495,20.831,37.5057,53.4957,29.5278,36.8676,28.1483,32.3347,6.418,31.1058,24.0932,31.4315,41.4484,29.0821,23.946,26.666,5.7763,3.1815,1.9183,2.5275,8.0821,7.9584,30.622,9.9495,36.8678,2.5442,6.4408,4.9823,4.3998,1.5795,8.4492,9.9376,27.1589,57.8802,6.3502,9.6381,9.1819,5.3773,2.3493,3.0147,11.7404,8.1057,3.8752,4.6202,64.29,99.1792,124.3677,62.1414,62.1414,80.7306,77.0161,61.8783,82.4542,113.089,98.9752,123.58,123.573,62.8235,4.3413,5.1086,4.6577,1.6561,2.7578,5.0738,1.7206,4.8862,8.3478,14.13
